id,message,original,genre
1684,i need all the name of american superstar who did telethon for Haiti,MWEN BEZWEN TOUT NON SIPESTA AMERIKEN YO KAP FE TELETON POU AYITI,direct
1685,I would like more information on the earthquake.,M bezwen plis sou enfomasyon sou saisme lan,direct
1686,"I have many family members who were victims of the earthquake in PAP on Jan. 12. We need food at St. Marc, Chemin 9.",Mwen genyen anpil fanmi kite victime nan port-au-prince jou 12 janvier a nou bezwen ed alimante nan sen mak chemin nf,direct
1687,"We are starving to death without anything. PLEASE bring to us water, food, tents, temporary home, sheets, MEDICAL PRODUCTS and electricity. We are in Lilavwa 17","en. Nap mouri grangou nan seren an san anyen. Mande svp pote : dlo, manje, tant, dra, kabann, veso, pwodi medikal, elatriye. .. nou nan Lilavwa 17, ri Allen /",direct
1688,hello i would like to know more information about the 2 earthquakes,BONJOU MWEN TA RENMEN KONNEN PLIS ENFOMASYON 2 TRENBLEMEN 2 TE A,direct
1689,when ca we sleep in our houses,Kile pou nou al domi lakay nou,direct
1690,Hello I would like to know wether someone I know in Saint-Domingue is still alive,"BONJOU MWEN VLE KONNEN NON MOUN KI VIVAN, NON MOUN KI SEN DOMENG, TANPRI",direct
1691,"People are supposed to leave on January 26th. If all my family died in the earthquake but I have a cousin in France, will they give me a chance to go and join him if the only passport I have. ..",MOUN DWE PATI 26 JANVYE ESKE SI TOUT FANMIM MOURI ANBA TRANBLEMAN MWEN GEN KOUZENM LA FRANCE ESKE YAP BONM CHANS POUM AL JWENN LI MEN SEL PASPOR MWEN GE,direct
1692,"Hello, please come baby site Delmas 89B. Thank you","Bonjour, svp, les site de Delmas 89B, Imp yayou. Merci.",direct
1693,"If a person needs to go to St Domingo and doesn't have a visa, is the ambassador open? It is us that will like to find it. ","Si yon moun beswen al st domingue li pa gen visa, eske ambasad la ouv, si non ki kote nou ka jwen",direct
1694,No one has talked about the homes that have been destroyed in Kenscoff ,pagen yon moun ki pale sou kay ki kraze epi ki domaje kenskof yo,direct
1695,are the giving people with residency status visas to go to the states yet.,ESKE YO POKO AP BAY MOUN KI SOU REZIDANS VIZA POU USA,direct
1696,"Hello, my people are pleading for you to find a way to bring a little water for us near Mais Gate. Thank you",Bonjour moun mwen yo tanpri fe yon mwayen pou nou pou yo voye yon ti dlo pou nou nan village leintz harry nan prochep mayi gat tanpri,direct
1697,Is it true that we will have another earthquake stronger than the one on the 12th?,Eske se vre nap jwenn yon tranbleman nan jou sa yo pi f ke 12 janvye mesi,direct
1698,"is there a agency that will open to print passport, where can i make a passport? thank you",ESKE GEN AGENCE KI OUVRI POU FE PASPO KI KOTE MWEN KA FE YON PASPO MESI,direct
1699,I would like information on the response. I would like information about responses to the earthquake.,( Mwen ta renmen gen information yo sou replik ) Mwen ta renmen gen infomation sou replik tranblement,direct
1700,Did the american military come to occupy us? And will schools open their doors this year?,Eske militaire americain vini vrman pou ocupe nou?epi eske lekol ap louvri pot li pou lane sa?,direct
1701,Hello my people please find a way to send water to Village Leintz Harry it is near Mais Gate this is Brillere,Bonjour moun mwen yo tanpri fe yon mwayen pou nou pou yo voye yon ti dlo pou nou nan village leintz harry nan prochep mayi gat tanpri se brillere,direct
1702,When will the money transfer stations open in the Plain,Kil mezon transf yo ap ouv nan la pln,direct
1703,Are there always earthquake aftershocks? Thanks.,Est ce que il y a toujour des repliques de trenblement de terre. Merai.,direct
1704,"Please, the hunger is killing us. Send water for us please ",MEZANMI SILVOUPLE GRANGOU AP TOUYE NOU VOYE TI DLO POUNOU SOUPLE,direct
1706,"Please, I need more information on my portable device.",S. v. p je besoins beaucoup plus information sur mon portable,direct
1707,would like to participate in rebuilding my country,mwen ta renmen patisipe nan rebati payim,direct
1708,where is the senegal region in haiti located?,Ou est situ un local du Sngal en Haiti?,direct
1709,"Hello, I would like information please.","Salut, yon ti information please",direct
1710,our hous hase no visible crackes can we go back in,Kay nou pa ka w fisi ak je nou yo eske nou ka antre ladan yo.,direct
1711,Information regarding protection from the earthquake,INFORMATION DE PROTECTION SUR LE TREMBLEMENT DE TERRE,direct
1712,"I am hungry and can't find any food, where can I go to get help?",MWEN GRANGOU MWEN PA JWEN MANJE KI KOTE POU MWEN AL CHCHE D YO.,direct
1713,Good Morning. I'd like some information concerning the aid relief in Haiti and what's happening with the survivors?,"Bonjou, mwen ta renmen gen enfomasyon konsnan kantite ed ayiti deja resevwa e ki sa kap an faf vikti m yo",direct
1714,"Hi Mom, I had the my eye surgery one day before the earthquake.",Alo bonjour maman m fe operasyon nan je yon seme n avan seis la je,direct
1715,What's the possibility for someone with a passport to leave the country?,Yon moun ki gen yon pasp ki posiblite li ka genyen pou l ta kite peyi a.,direct
1716,"urgent please we are tired to ask help i've lost my father today we've been hosted in a center where my dad died, i made a peas garden and",ujans souple nou bouke mande ed koz dram sa m pdu papam jodia fe twa jou m te ebje yo yn kote se nan sant la papam mouri m te fe yn jaden poi kongo ak,direct
1718,"We need medical help at climatec, rue aubran, opposite BPH Banque Populaire Haitienne Petion-Ville","We need medical help at climatec, rue aubran face BPH petion-ville.",direct
1719,Is there a possibility of having reoccurrence or another seismic event of a magnitude 8 or more in the next few days?,Y a-t-il vraiment une possibilite d'avoir une replique ou un autre saisme de magnitude 8 dans les prochains jours?,direct
1720,"Hi, I would like to know the address and phone number of the Senegalese Consulate.","Bonjou, mwen ta renmen konnen adres ak telefnkonsila Senegal",direct
1721,sports information. football.,informations sportives. football,direct
1722,how can I avoid an earthquake during the rainny season in the city of Croix-Des Bouquets ,Koman m kapab evite tranbleman ta a pandan m pral antre nan sezon lapli fery kap viv nan turbe zon kwa de bouk.,direct
1723,How do I get more info about Canada? ,eske nou ta ka ban mwen plis eksplication sou zaf canada.,direct
1724,"We need help at Cite Soleil, 2nd Cite Lumiere, Impasse Cannibale. ",svp on a besoin d'aide a cite soleil deuxieme cite lumiere : impasse cannibale,direct
1725,The people in Amerger morne haitely area need tents. We're sleeping under sheets. ,Nou lan zone merger morne haitel nou besoin tante se anba dra nou ap demi,direct
1726,Where would people have to go that have problems with their visa? ,KI KOTE POU MOUN KI GEN PROBLEM SANTE YO KA AL PRAN VISA,direct
1727,"to go to Hospital CDTI, I need money, just like before. Please.",Poum ale lopital CDTI a mwen bezwen lajan men'm jan ak lontan svp,direct
1728,"I would like to know if there is an aftershock today, saturday?",Mta renmen konnen eske ap gen secousse jodi samedi a?,direct
1729,It's advised to airdrop food kits to rural houses and the slums. The silent are also hungry.,Il est conseille de parachuter des kits alimentaires sur les devantures des maisons des zones rurales et des bidonvilles? les silencieux ont aussi faim.,direct
1730,Help me find a tent that is plastic please and let me know where to pick it up. ,FM JWEN YON TANT AN PLASTIK SILVOUPL OU FEM KONNIN KI KOTE POUM J,direct
1731,If a US resident applied for a Visa for their child. Can that parent bring the document as proof to the embassy?,Tanpri mwen ta renmen konnen si ou paran w te f demand viza sou rezidans pou pitit li si moun sa ka part avek lot demand lan.,direct
1732,"goodmornig, im happy to know you came to help us but i would like to know where the help is going so i can get some also","Bonjou, mwen kontan konnen ke w vin ede n men m t a renmen ke tout moun jwenn paske nou menm nan sat nou poko janm jwenn anyen. Kijan, kib n dwe ale pou yo ede",direct
1733,Please give me information concerning the earthquake please.,Donne moi des information concernant le tremblement svp,direct
1734,I want to hear the news ( paper ) you must know,Mwen vle tande jounal ou dwe konnen,direct
1735,"Please, I need for you all to think about us because we need food as soon as possible, please. Delma 31 Rue Jacques. Yesterday, a truck went by. You're an angel.",Svp mwen bezwen pou nou panse avek nou paske nou nan grangou nou bezwen manje dlo ak tant svp nap tann ed ou nou delma 31 rue jacques 1er impas lory ange,direct
1736,The the province of Carrefour the people are sleeping in the street in the dew. The only thing they have received is water. There is no food. There are many pregnant women in the street.,Zone Carrefour moun yo ap domi nan lari a san seren an ap bat moun yo sel dlo moun yo resevwa pa gen manje plen fi ki ansent nan lari a,direct
1737,"We need tents in the Merger area, Haitel mountain",Nou besoin tante zone merger morne haitel,direct
1738,"Please, do something for us, we are among near center 20?? near the philanthropic?? school we need water, food for the survivors, we are about 20 people. ","Tanpri souple fe yon bagay pou nou, nou nan santo 20 bo lekol filantwps la, nou bezwen dlo, manje poun ka viv, nou anviwon 20 moun",direct
1739,"hello to you, please, i would like to know how to find care for my husband, he is fractured in hand and foot and cannot walk, thankyou ","Bonjour  vous, svp, mta renmen konnen koman poum fe pou marim ale pran swen  li te fe aksidan deja epi li frakture ank nan menmpye a li paka mache. Ms",direct
1741,"need information regarding the process for allowing the country for the U. S. currently, and also the process for an area/region to receive assistance. ",besoin d'information concernant les pocessus pour laisser le pays pour les Etats Unis actuellement et aussi les pocessus pour qu'un quartier recoit de l'aide.,direct
1742,"Please help us we're about 20 people in Santo 20 on a small field inside. We need water, food in order to survive.","Tanpri souple fe yon bagay pou nou, nou nan santo 20 bo lekol filantwps la sou yon ti teren anndan net, nou bezwen dlo, manje poun ka viv, nou anviwon 20 moun",direct
1743,"thoses money won't sink like the other 197 billions, this time, the country must take the road of development thankyou","Lajan sayo pa pral f fon men jan ak 197 millions an, fwasa a, fok pei a pran rwout chemen devlopman mesi",direct
1744,Where are them giving food at this time,Ki kote yap bay aid alimentaire nan moman an,direct
1745,Since I am not in Port-au-prince is it possible for me as a victim to go in the suburbs to get help? Prosper Lucamane Mole -Saint-Nicolas,"Km mwen pa p-au-p, eske pa gen posiblite pou victim ki al nan provens jwenn d? Prosper lucmane Mole-st-nicolas",direct
1746,Please help me I have nothing to survive. I can't reach ( or locate ),TANPRI SIL VOUPL EDEM MWEN PA GEN ANYEN POUM SIVIV MWEN PA JWENN D,direct
1747,Gens ont information qui dit que si on moins citoyens americains vit ici l que tout aller ok tout le monde vite fil pour qu'on essaie survivre. People have information that say that if american citizens live here that all will be ok and that everyone ( could be the world ) hurrying to try to make us survive.,GEN YON ENFOMASYON KI DI SI YON MOUN SITWAYEN AMERIKEN LI ISI LA KA ALE AK TOUT MOUN LI TE FIL POU YO ESKE SE VRE,direct
1748,blessed god. how much longer are we going to be struck by this big earthquake,BdyE BENIW!NAN KONBYEN TAN NOU Ka frape pa gro seisme sa ank?msi.,direct
1749,"Hi i speak english, if it's possible i would like to know of some groups that need an interpreter. you can let me know on this number.","Bonswa mwen pale angl si tout fwa ou ta konnen kek gwoup ki bezwen entprt nou ka fem konnen sou nimero sa a,",direct
1750,"Hello i would like to know if, even if you are not injured, can you go to the hospital for pounding heart. ",Bonjou mwen ta remen konnen eske menm si w pa bless sou ka al l opital pou batmann ke mesi,direct
1751,Information for the Dominican Republic.,Informacion para la republica dominicana,direct
1752,Can you go to the USA if you have a daughter who is married to an American?,Eske ou ka ale USA si ou gen yon ki marye avek yon Amerikn,direct
